"As Of Date","Futures Based On","Futures Month","Futures Year","Unfixed Call Sales (Contracts)","Sales Change From Previous Week","Unfixed Call Purchases (Contracts)","Purchases Change From Previous Week","Open Futures Contracts at Close","Open Change From Previous Week","Source File","DTE","MY"
"2017-09-08","May 2018","May","2018","20360","876","624","71","7557","1263","deaoncall090817.html","235","2017"
"2017-09-08","July 2018","July","2018","20232","352","1270","239","5613","506","deaoncall090817.html","296","2017"
"2017-09-08","October 2018","October","2018","0","0","0","0","1","0","deaoncall090817.html","388","2018"
"2017-09-08","December 2018","December","2018","11782","1323","9681","-22","14456","1790","deaoncall090817.html","449","2018"
"2017-09-08","March 2019","March","2019","3099","0","528","0","242","-5","deaoncall090817.html","539","2018"
"2017-09-08","May 2019","May","2019","1263","0","0","0","1","1","deaoncall090817.html","600","2018"
"2017-09-08","July 2019","July","2019","1041","0","0","0","134","1","deaoncall090817.html","661","2018"
"2017-09-08","December 2019","December","2019","2283","0","3251","0","27","1","deaoncall090817.html","814","2019"
"2017-09-08","March 2020","March","2020","842","0","146","0","0","0","deaoncall090817.html","905","2019"
"2017-09-08","Totals","","","131053","3611","38435","-879","246407","16530","deaoncall090817.html","",""
"2011-09-09","October 2011","October","2011","195","1","116","46","259","-138","deaoncall090911.html","22","2011"
"2011-09-09","December 2011","December","2011","27516","-611","6615","-3156","95166","3193","deaoncall090911.html","83","2011"
"2011-09-09","March 2012","March","2012","5013","574","1083","49","36513","1013","deaoncall090911.html","174","2011"
"2011-09-09","May 2012","May","2012","4477","23","218","0","6526","17","deaoncall090911.html","235","2011"
"2011-09-09","July 2012","July","2012","11172","307","6255","141","10848","993","deaoncall090911.html","296","2011"
"2011-09-09","October 2012","October","2012","0","0","0","0","3","0","deaoncall090911.html","388","2012"
"2011-09-09","December 2012","December","2012","2491","58","3156","15","3409","63","deaoncall090911.html","449","2012"
"2011-09-09","March 2013","March","2013","799","58","0","0","260","0","deaoncall090911.html","539","2012"
"2011-09-09","May 2013","May","2013","61","0","32","0","230","0","deaoncall090911.html","600","2012"
"2011-09-09","July 2013","July","2013","55","0","0","0","32","0","deaoncall090911.html","661","2012"
"2011-09-09","December 2013","December","2013","0","0","4605","0","268","0","deaoncall090911.html","814","2013"
"2011-09-09","March 2014","March","2014","0","0","0","0","3","0","deaoncall090911.html","904","2013"
"2011-09-09","May 2014","May","2014","0","0","0","0","3","0","deaoncall090911.html","965","2013"
"2011-09-09","Totals","","","51779","410","22080","-2905","153520","5141","deaoncall090911.html","",""
"2016-09-09","October 2016","October","2016","0","0","0","0","170","1","deaoncall090916.html","22","2016"
"2016-09-09","December 2016","December","2016","24853","525","13084","-357","154773","124","deaoncall090916.html","83","2016"
"2016-09-09","March 2017","March","2017","22480","1039","1636","-73","49559","-76","deaoncall090916.html","173","2016"
"2016-09-09","May 2017","May","2017","11281","414","665","33","7178","619","deaoncall090916.html","234","2016"
"2016-09-09","July 2017","July","2017","7944","573","972","6","6985","340","deaoncall090916.html","295","2016"
"2016-09-09","December 2017","December","2017","4150","403","4311","179","11558","316","deaoncall090916.html","448","2017"
"2016-09-09","March 2018","March","2018","1972","239","0","-66","403","-104","deaoncall090916.html","538","2017"
"2016-09-09","May 2018","May","2018","260","0","0","-44","256","161","deaoncall090916.html","599","2017"
"2016-09-09","July 2018","July","2018","122","0","0","0","159","150","deaoncall090916.html","660","2017"
"2016-09-09","December 2018","December","2018","0","0","1320","0","0","0","deaoncall090916.html","813","2018"
"2016-09-09","December 2019","December","2019","0","0","1320","0","0","0","deaoncall090916.html","1178","2019"
"2016-09-09","Totals","","","73062","3193","23308","-322","231041","1531","deaoncall090916.html","",""
"2021-09-03","October 2021","October","2021","0","0","0","0","343","-3","deaoncall09092021.html","28","2021"
"2021-09-03","December 2021","December","2021","52520","-1512","18148","-100","153239","-3062","deaoncall09092021.html","89","2021"
"2021-09-03","March 2022","March","2022","41273","3252","7779","1052","66663","4523","deaoncall09092021.html","179","2021"
"2021-09-03","May 2022","May","2022","15570","405","1226","-5","19015","2241","deaoncall09092021.html","240","2021"
"2021-09-03","July 2022","July","2022","37057","969","4940","414","15036","970","deaoncall09092021.html","301","2021"
"2021-09-03","October 2022","October","2022","0","0","0","0","4","0","deaoncall09092021.html","393","2022"
"2021-09-03","December 2022","December","2022","6418","-149","7204","-554","18230","524","deaoncall09092021.html","454","2022"
"2021-09-03","March 2023","March","2023","1416","0","142","0","474","0","deaoncall09092021.html","544","2022"
"2021-09-03","May 2023","May","2023","53","0","0","0","45","0","deaoncall09092021.html","605","2022"
"2021-09-03","July 2023","July","2023","89","0","0","0","20","0","deaoncall09092021.html","666","2022"
"2021-09-03","December 2023","December","2023","1132","0","2291","722","913","0","deaoncall09092021.html","819","2023"
"2021-09-03","July 2024","July","2024","0","0","220","0","0","0","deaoncall09092021.html","1032","2023"
"2021-09-03","December 2024","December","2024","0","0","220","0","0","0","deaoncall09092021.html","1185","2024"
"2021-09-03","Totals","","","155528","2965","42170","1529","273982","5193","deaoncall09092021.html","",""
"2010-09-10","October 2010","October","2010","547","3","0","0","605","-353","deaoncall091010.html","21","2010"
"2010-09-10","December 2010","December","2010","17980","-237","4081","-495","147595","-691","deaoncall091010.html","82","2010"
"2010-09-10","March 2011","March","2011","30380","2738","1116","129","54419","2039","deaoncall091010.html","172","2010"
"2010-09-10","May 2011","May","2011","17578","1299","287","0","5031","462","deaoncall091010.html","233","2010"
"2010-09-10","July 2011","July","2011","26906","3363","1591","0","12638","640","deaoncall091010.html","294","2010"
"2010-09-10","October 2011","October","2011","516","8","1","0","12","1","deaoncall091010.html","386","2011"
"2010-09-10","December 2011","December","2011","7618","854","3388","583","5848","1016","deaoncall091010.html","447","2011"
"2010-09-10","March 2012","March","2012","1978","737","26","0","62","3","deaoncall091010.html","538","2011"
"2010-09-10","May 2012","May","2012","776","0","47","0","5","0","deaoncall091010.html","599","2011"
"2010-09-10","July 2012","July","2012","565","0","155","0","217","40","deaoncall091010.html","660","2011"
"2010-09-10","December 2012","December","2012","319","0","3074","0","181","2","deaoncall091010.html","813","2012"
"2010-09-10","March 2013","March","2013","269","0","0","0","0","0","deaoncall091010.html","903","2012"
"2010-09-10","Totals","","","105432","8765","13766","217","226613","3159","deaoncall091010.html","",""
"2015-09-11","October 2015","October","2015","0","0","0","0","105","-3","deaoncall091115.html","20","2015"
"2015-09-11","December 2015","December","2015","19590","-553","12187","-453","121166","-2689","deaoncall091115.html","81","2015"
"2015-09-11","March 2016","March","2016","18301","926","2684","0","44491","2261","deaoncall091115.html","172","2015"
"2015-09-11","May 2016","May","2016","9185","328","473","0","4147","185","deaoncall091115.html","233","2015"
"2015-09-11","July 2016","July","2016","10526","452","1781","-165","5091","250","deaoncall091115.html","294","2015"
"2015-09-11","October 2016","October","2016","0","0","0","0","4","0","deaoncall091115.html","386","2016"
"2015-09-11","December 2016","December","2016","4514","228","4886","151","3957","36","deaoncall091115.html","447","2016"
"2015-09-11","March 2017","March","2017","1351","13","0","0","84","3","deaoncall091115.html","537","2016"
"2015-09-11","May 2017","May","2017","0","0","0","0","11","0","deaoncall091115.html","598","2016"
"2015-09-11","December 2017","December","2017","0","0","1100","0","1","0","deaoncall091115.html","812","2017"
"2015-09-11","Totals","","","63467","1394","23111","-467","179057","43","deaoncall091115.html","",""
"2020-09-04","October 2020","October","2020","0","0","0","0","128","12","deaoncall091120.html","27","2020"
"2020-09-04","December 2020","December","2020","37896","322","19768","-563","122240","4056","deaoncall091120.html","88","2020"
"2020-09-04","March 2021","March","2021","25811","442","10618","415","51121","2351","deaoncall091120.html","178","2020"
"2020-09-04","May 2021","May","2021","9805","452","1261","35","12910","739","deaoncall091120.html","239","2020"
"2020-09-04","July 2021","July","2021","14650","292","2934","0","10035","1703","deaoncall091120.html","300","2020"
"2020-09-04","October 2021","October","2021","0","0","0","0","2","0","deaoncall091120.html","392","2021"
"2020-09-04","December 2021","December","2021","7605","262","10155","-36","16530","559","deaoncall091120.html","453","2021"
"2020-09-04","March 2022","March","2022","1449","255","212","40","717","4","deaoncall091120.html","543","2021"
"2020-09-04","May 2022","May","2022","381","228","26","26","187","-4","deaoncall091120.html","604","2021"
"2020-09-04","July 2022","July","2022","428","202","409","13","274","25","deaoncall091120.html","665","2021"
"2020-09-04","December 2022","December","2022","0","0","1263","88","327","7","deaoncall091120.html","818","2022"
"2020-09-04","July 2023","July","2023","0","0","220","0","1","0","deaoncall091120.html","1030","2022"
"2020-09-04","December 2023","December","2023","0","0","227","0","0","0","deaoncall091120.html","1183","2023"
"2020-09-04","March 2024","March","2024","0","0","441","0","0","0","deaoncall091120.html","1274","2023"
"2020-09-04","Totals","","","98025","2455","47534","18","214472","9452","deaoncall091120.html","",""
"2014-09-12","October 2014","October","2014","0","0","0","0","178","-57","deaoncall091214.html","19","2014"
"2014-09-12","December 2014","December","2014","9993","-256","18056","-780","112254","978","deaoncall091214.html","80","2014"
"2014-09-12","March 2015","March","2015","16780","448","3717","693","56345","4501","deaoncall091214.html","170","2014"
"2014-09-12","May 2015","May","2015","7941","311","382","164","6718","-165","deaoncall091214.html","231","2014"
"2014-09-12","July 2015","July","2015","8825","-32","2408","224","4640","268","deaoncall091214.html","292","2014"
"2014-09-12","October 2015","October","2015","0","0","0","0","5","0","deaoncall091214.html","384","2015"
"2014-09-12","December 2015","December","2015","4824","60","4690","181","5293","503","deaoncall091214.html","445","2015"
"2014-09-12","March 2016","March","2016","1885","74","0","0","25","10","deaoncall091214.html","536","2015"
"2014-09-12","May 2016","May","2016","85","24","0","0","0","0","deaoncall091214.html","597","2015"
"2014-09-12","July 2016","July","2016","0","0","71","0","0","0","deaoncall091214.html","658","2015"
"2014-09-12","October 2016","October","2016","0","0","0","0","1","0","deaoncall091214.html","750","2016"
"2014-09-12","December 2016","December","2016","0","0","1100","0","58","0","deaoncall091214.html","811","2016"
"2014-09-12","Totals","","","50333","629","30424","482","185517","6038","deaoncall091214.html","",""
"2013-09-13","October 2013","October","2013","0","0","0","0","96","0","deaoncall091313.html","18","2013"
"2013-09-13","December 2013","December","2013","22489","-256","9446","-257","118760","-1220","deaoncall091313.html","79","2013"
"2013-09-13","March 2014","March","2014","17164","1006","2293","31","41713","4729","deaoncall091313.html","169","2013"
"2013-09-13","May 2014","May","2014","6700","1333","175","9","5553","559","deaoncall091313.html","230","2013"
"2013-09-13","July 2014","July","2014","9166","755","1034","17","4422","-415","deaoncall091313.html","291","2013"
"2013-09-13","December 2014","December","2014","2227","15","5660","149","2873","333","deaoncall091313.html","444","2014"
"2013-09-13","March 2015","March","2015","856","0","0","0","0","0","deaoncall091313.html","534","2014"
"2013-09-13","May 2015","May","2015","92","0","0","0","0","0","deaoncall091313.html","595","2014"
"2013-09-13","July 2015","July","2015","0","0","0","0","3","0","deaoncall091313.html","656","2014"
"2013-09-13","December 2015","December","2015","0","0","1100","0","5","5","deaoncall091313.html","809","2015"
"2013-09-13","Totals","","","58694","2853","19708","-51","173425","3991","deaoncall091313.html","",""
"2018-09-07","October 2018","October","2018","0","0","0","0","174","-5","deaoncall091318.html","24","2018"
